screen_time,sleep_hours,stress_level,mental_health_status,sleep_quality,productivity,wellness_index
4.59,7.71,High,Excellent,,,
10.82,5.02,Medium,Poor,,,
3.05,5.47,Low,Fair,,,
4.79,4.2,Low,Excellent,,,
10.89,5.59,High,Good,,,
13.02,6.97,Low,Poor,,,
4.93,4.75,High,Poor,,,
3.74,7.43,Low,Excellent,,,
3.02,7.63,Medium,Excellent,,,
14.82,5.12,High,Good,,,
14.5,7.96,Low,Good,,,
14.03,4.42,Medium,Poor,,,
7.45,5.1,Low,Excellent,,,
6.65,6.83,Low,Fair,,,
3.28,7.49,High,Excellent,,,
2.18,8.39,High,Poor,,,
7.37,6.44,Medium,Good,,,
7.65,7.83,Low,Good,,,
8.11,8.47,Low,Excellent,,,
11.64,8.61,Low,Poor,,,
8.2,7.5,High,Poor,,,
9.17,8.48,Low,Poor,,,
13.34,8.57,High,Poor,,,
1.3,7.06,High,Poor,,,
11.44,6.19,Medium,Good,,,
13.62,5.17,High,Good,,,
9.98,4.15,High,Fair,,,
2.37,6.84,High,Poor,,,
14.2,8.6,Low,Good,,,
4.04,8.38,Medium,Fair,,,
14.85,7.69,High,Good,,,
6.16,8.95,High,Poor,,,
2.73,5.35,High,Poor,,,
11.9,8.92,High,Good,,,
7.55,6.78,High,Poor,,,
11.35,4.39,Low,Poor,,,
6.19,8.53,Medium,Good,,,
7.97,7.99,Medium,Poor,,,
13.02,4.32,Medium,Excellent,,,
5.04,8.62,Low,Poor,,,
13.69,4.27,High,Fair,,,
2.59,7.35,Medium,Good,,,
8.98,4.99,Low,Excellent,,,
9.86,6.56,Low,Fair,,,
7.86,8.89,Low,Fair,,,
4.63,4.42,Low,Excellent,,,
6.64,4.21,High,Excellent,,,
14.64,7.46,Low,Poor,,,
9.1,8.35,Low,Fair,,,
9.65,5.78,Medium,Good,,,
4.81,5.14,Medium,Excellent,,,
7.87,7.58,Low,Excellent,,,
8.23,5.16,Medium,Fair,,,
9.09,5.91,High,Fair,,,
14.94,6.87,High,Good,,,
10.22,7.74,Medium,Fair,,,
7.33,6.53,Medium,Good,,,
13.65,6.99,Low,Good,,,
10.88,4.68,Medium,Good,,,
3.51,8.1,Low,Excellent,,,
3.16,5.21,Medium,Poor,,,
3.71,6.31,Low,Excellent,,,
4.28,8.92,Low,Poor,,,
11.55,6.95,High,Good,,,
14.97,6.55,Low,Excellent,,,
7.75,7.55,High,Good,,,
13.05,7.52,High,Good,,,
12.08,7.72,Medium,Excellent,,,
5.1,8.36,High,Fair,,,
14.03,8.83,High,Poor,,,
3.34,7.95,High,Fair,,,
13.21,4.98,High,Fair,,,
1.75,8.42,Medium,Poor,,,
7.28,4.91,Medium,Excellent,,,
10.04,7.37,Low,Fair,,,
10.93,8.03,Low,Fair,,,
2.98,4.14,Medium,Good,,,
9.12,5.26,Medium,Fair,,,
13.21,6.4,Medium,Poor,,,
5.43,4.49,High,Good,,,
10.54,8.59,Medium,Fair,,,
6.92,6.84,Low,Good,,,
9.41,6.99,Low,Poor,,,
13.34,5.45,Low,Excellent,,,
6.79,7.43,Medium,Fair,,,
5.07,7.37,Low,Fair,,,
13.44,5.2,High,Good,,,
5.46,4.48,Medium,Poor,,,
12.69,6.51,Low,Fair,,,
14.7,8.17,Low,Good,,,
6.97,7.83,Low,Good,,,
4.41,4.27,High,Fair,,,
5.07,8.33,High,Excellent,,,
6.21,8.06,Medium,Fair,,,
2.94,8.68,High,Good,,,
7.56,8.57,Medium,Good,,,
9.44,5.94,Low,Excellent,,,
10.15,7.67,Low,Poor,,,
1.22,4.29,High,Poor,,,
1.64,6.21,Low,Good,,,
12.79,5.27,Low,Poor,,,
9.05,7.46,Medium,Poor,,,
4.38,7.41,High,Good,,,
14.52,6.37,Medium,Fair,,,
9.26,8.88,Low,Poor,,,
1.66,8.57,Low,Good,,,
6.5,5.35,High,Poor,,,
9.46,6.93,Medium,Fair,,,
11.87,4.58,Medium,Excellent,,,
1.51,4.13,Low,Good,,,
14.81,4.98,High,Good,,,
7.15,6.22,High,Good,,,
14.42,8.37,High,Poor,,,
8.32,5.2,Medium,Poor,,,
6.04,6.38,Medium,Poor,,,
3.04,8.41,Medium,Poor,,,
3.88,6.29,Low,Fair,,,
12.95,6.98,Medium,Excellent,,,
10.84,4.16,Low,Fair,,,
10.09,7.53,Low,Excellent,,,
13.74,4.6,Medium,Good,,,
7.31,4.6,Medium,Excellent,,,
9.32,5.33,Medium,Poor,,,
14.05,5.34,High,Excellent,,,
1.84,7.75,Medium,Fair,,,
8.5,7.92,Medium,Fair,,,
5.59,4.14,Medium,Good,,,
1.45,5.1,High,Fair,,,
3.46,6.77,Medium,Excellent,,,
11.94,4.57,High,Excellent,,,
12.0,6.78,High,Excellent,,,
11.72,4.32,Medium,Fair,,,
14.65,7.69,Low,Poor,,,
13.33,5.58,Low,Fair,,,
11.62,8.68,High,Fair,,,
7.73,4.58,Low,Excellent,,,
4.92,6.08,High,Excellent,,,
11.84,8.72,Medium,Good,,,
11.55,7.69,Low,Excellent,,,
10.83,4.97,High,Fair,,,
12.32,8.86,Low,Poor,,,
10.21,5.57,Low,Excellent,,,
5.61,5.75,Low,Fair,,,
5.81,7.97,High,Fair,,,
13.02,5.32,High,Good,,,
2.19,8.42,High,Fair,,,
13.74,5.3,Low,Fair,,,
9.26,5.28,High,Excellent,,,
14.39,4.2,Medium,Good,,,
5.12,7.12,Low,Poor,,,
5.43,6.87,Medium,Good,,,
1.96,7.72,Medium,Fair,,,
9.99,6.49,High,Good,,,
9.5,6.14,High,Good,,,
7.05,4.45,Medium,Excellent,,,
2.2,6.42,Medium,Poor,,,
1.31,7.54,High,Excellent,,,
7.65,7.06,Medium,Excellent,,,
4.49,4.69,Low,Good,,,
11.17,4.46,High,Excellent,,,
10.53,6.63,High,Excellent,,,
3.07,4.66,Medium,Poor,,,
14.06,7.51,Low,Good,,,
1.57,8.77,Low,Poor,,,
8.01,6.4,Low,Fair,,,
13.96,5.6,High,Good,,,
10.49,8.13,Medium,Excellent,,,
14.13,6.86,Medium,Excellent,,,
10.23,4.75,Low,Fair,,,
4.09,5.59,Medium,Good,,,
15.0,6.25,Medium,Good,,,
14.71,8.14,High,Excellent,,,
2.05,6.84,Low,Poor,,,
8.73,5.52,Low,Poor,,,
4.41,7.03,Medium,Fair,,,
11.26,8.96,High,Fair,,,
10.37,4.66,Medium,Fair,,,
10.57,7.57,High,Fair,,,
1.17,4.26,Medium,Fair,,,
11.09,5.88,Medium,Poor,,,
6.5,5.58,High,Fair,,,
13.1,4.99,Medium,Excellent,,,
14.5,4.76,Low,Fair,,,
12.36,5.76,Low,Fair,,,
2.67,5.58,Low,Poor,,,
1.32,4.29,High,Fair,,,
5.95,7.69,Low,Good,,,
7.5,4.03,Low,Excellent,,,
12.93,7.43,Medium,Good,,,
5.53,5.73,High,Excellent,,,
13.15,6.78,Low,Poor,,,
3.93,6.49,Low,Poor,,,
12.21,4.29,Low,Poor,,,
6.56,8.43,High,Fair,,,
5.04,6.63,Medium,Good,,,
14.94,7.13,High,Poor,,,
9.16,6.27,Medium,Fair,,,
11.62,8.07,Low,Excellent,,,
5.74,6.1,Low,Poor,,,
11.96,7.83,Medium,Fair,,,
7.61,7.59,Medium,Poor,,,
7.85,6.98,High,Poor,,,
2.43,7.77,Medium,Fair,,,
8.36,4.78,Medium,Poor,,,
9.04,6.69,Medium,Poor,,,
6.83,6.45,Medium,Excellent,,,
11.48,7.48,High,Fair,,,
6.22,6.43,Low,Poor,,,
13.62,7.25,Low,Good,,,
2.55,7.55,Medium,Excellent,,,
13.83,4.24,Low,Good,,,
1.29,8.76,Medium,Poor,,,
10.58,6.81,Medium,Good,,,
14.35,5.23,High,Fair,,,
2.24,8.8,Low,Excellent,,,
10.37,5.06,Medium,Excellent,,,
5.18,4.42,Medium,Poor,,,
10.79,8.76,Low,Fair,,,
14.21,8.44,Low,Fair,,,
2.96,4.97,High,Poor,,,
14.17,5.59,Medium,Good,,,
6.85,5.37,Medium,Good,,,
5.11,4.55,Low,Excellent,,,
14.81,4.16,High,Good,,,
1.66,7.64,Medium,Poor,,,
6.98,7.57,High,Good,,,
4.74,4.58,Low,Excellent,,,
5.82,5.53,High,Good,,,
13.23,7.83,Medium,Good,,,
1.55,7.23,Low,Excellent,,,
1.37,5.82,High,Poor,,,
2.65,4.92,Low,Good,,,
4.34,6.41,High,Good,,,
5.99,5.77,Medium,Excellent,,,
4.65,7.38,Low,Good,,,
4.04,4.68,Medium,Good,,,
8.91,7.43,Medium,Fair,,,
12.66,6.75,Medium,Excellent,,,
1.65,6.2,High,Excellent,,,
3.22,7.89,Low,Poor,,,
13.57,5.12,Low,Fair,,,
3.49,4.51,Low,Fair,,,
11.62,7.79,Medium,Good,,,
10.63,4.63,Medium,Poor,,,
4.47,6.07,High,Fair,,,
11.18,5.63,Low,Poor,,,
9.77,8.0,Medium,Fair,,,
11.23,8.52,Low,Excellent,,,
11.49,5.94,Low,Fair,,,
11.27,4.76,Medium,Good,,,
10.82,6.84,Low,Excellent,,,
2.12,6.44,High,Good,,,
8.87,5.73,Medium,Fair,,,
7.12,4.24,Low,Fair,,,
5.67,4.69,Medium,Poor,,,
14.16,4.84,Medium,Poor,,,
6.06,8.41,Medium,Good,,,
12.19,5.49,Low,Poor,,,
4.22,5.67,Low,Fair,,,
12.69,4.99,High,Good,,,
6.07,5.62,Low,Fair,,,
3.59,6.38,Low,Poor,,,
12.8,4.52,High,Good,,,
2.27,7.14,Medium,Fair,,,
8.39,6.41,High,Good,,,
2.08,6.57,Low,Poor,,,
11.29,7.46,Low,Fair,,,
7.57,4.88,High,Poor,,,
5.41,8.46,Low,Fair,,,
1.78,5.21,Low,Fair,,,
13.65,4.53,High,Poor,,,
3.27,5.54,High,Good,,,
2.58,7.39,Medium,Fair,,,
2.47,4.37,Low,Good,,,
13.69,6.5,High,Fair,,,
10.11,6.85,Low,Fair,,,
7.1,7.0,Low,Poor,,,
12.94,6.44,Low,Excellent,,,
2.05,8.07,High,Excellent,,,
9.21,6.66,Low,Good,,,
12.89,6.28,High,Poor,,,
8.42,8.35,Medium,Poor,,,
10.08,5.81,Low,Good,,,
8.56,7.77,Medium,Fair,,,
10.6,7.07,High,Excellent,,,
1.54,7.57,Low,Fair,,,
5.09,8.6,Low,Poor,,,
13.91,7.86,Medium,Good,,,
8.31,5.09,High,Poor,,,
13.89,7.03,Medium,Good,,,
12.05,4.55,Medium,Poor,,,
5.09,6.76,Low,Good,,,
5.4,7.32,Low,Good,,,
14.39,6.33,Medium,Poor,,,
4.19,6.44,Low,Good,,,
5.51,7.25,Medium,Good,,,
7.97,7.39,Medium,Poor,,,
9.97,4.51,Low,Excellent,,,
8.04,5.86,Low,Good,,,
10.19,4.48,Medium,Fair,,,
12.91,4.44,Low,Poor,,,
5.01,8.68,High,Excellent,,,
4.91,4.06,Medium,Poor,,,
2.82,4.06,Low,Fair,,,
14.48,6.42,High,Poor,,,
11.55,7.28,Low,Poor,,,
11.53,8.12,High,Poor,,,
7.89,6.09,Medium,Excellent,,,
13.63,4.64,High,Poor,,,
11.82,4.95,Medium,Poor,,,
9.42,8.89,Medium,Good,,,
6.0,7.52,Low,Good,,,
7.2,8.35,Low,Poor,,,
1.57,6.05,High,Fair,,,
12.17,7.28,Low,Good,,,
1.44,4.47,High,Excellent,,,
13.0,6.82,Low,Poor,,,
9.24,4.32,Low,Excellent,,,
8.8,4.59,Medium,Good,,,
3.07,6.29,High,Fair,,,
14.83,8.26,High,Fair,,,
1.31,8.89,High,Excellent,,,
5.2,8.95,Medium,Good,,,
7.79,4.57,Medium,Good,,,
1.42,4.87,Medium,Excellent,,,
9.86,6.57,Medium,Poor,,,
13.23,4.06,Low,Fair,,,
2.16,4.82,Low,Poor,,,
14.4,4.35,Low,Good,,,
9.32,8.54,Low,Poor,,,
11.37,8.4,Low,Poor,,,
8.43,7.88,Medium,Fair,,,
14.9,5.93,Low,Poor,,,
4.78,5.48,High,Excellent,,,
4.66,5.27,High,Poor,,,
7.6,5.1,High,Good,,,
14.25,8.59,High,Good,,,
13.51,8.29,Medium,Good,,,
5.24,5.67,Medium,Excellent,,,
3.84,4.88,Low,Fair,,,
3.21,5.72,Low,Excellent,,,
11.46,4.6,Medium,Poor,,,
8.52,8.86,High,Poor,,,
3.72,4.33,High,Excellent,,,
6.39,7.22,Low,Fair,,,
1.95,4.31,Medium,Fair,,,
13.05,6.14,Low,Good,,,
13.15,6.49,High,Good,,,
4.33,8.33,Medium,Good,,,
7.85,6.05,Medium,Fair,,,
9.76,6.48,Medium,Good,,,
14.29,7.05,High,Good,,,
7.78,7.77,High,Fair,,,
6.82,5.7,High,Fair,,,
6.36,8.98,High,Good,,,
11.87,6.16,Low,Poor,,,
6.08,8.81,High,Poor,,,
7.43,8.08,Medium,Poor,,,
7.84,8.12,Low,Poor,,,
2.84,8.88,High,Excellent,,,
9.42,8.5,Medium,Poor,,,
6.24,8.34,Medium,Excellent,,,
5.92,4.3,High,Poor,,,
4.88,4.84,Low,Fair,,,
10.26,6.08,High,Good,,,
12.93,7.11,Medium,Poor,,,
2.3,7.83,High,Good,,,
6.14,7.2,Low,Excellent,,,
11.81,7.5,Medium,Excellent,,,
3.55,4.39,Low,Excellent,,,
8.94,5.98,High,Fair,,,
12.43,4.06,High,Fair,,,
3.28,6.98,Low,Poor,,,
9.78,4.69,Low,Good,,,
11.26,7.01,Low,Good,,,
12.04,5.72,Low,Excellent,,,
7.41,4.45,Medium,Poor,,,
10.89,6.63,Medium,Fair,,,
7.83,4.64,High,Poor,,,
8.79,5.57,Medium,Good,,,
5.79,6.18,Low,Poor,,,
2.97,7.17,Medium,Poor,,,
8.97,8.23,Low,Excellent,,,
14.08,7.27,Medium,Good,,,
7.45,4.41,High,Poor,,,
9.63,5.17,High,Good,,,
10.05,4.85,Medium,Good,,,
2.17,6.59,Low,Excellent,,,
8.39,7.05,Medium,Poor,,,
9.81,7.1,Medium,Excellent,,,
13.51,5.02,Low,Fair,,,
1.18,6.18,Medium,Fair,,,
10.27,8.38,Low,Fair,,,
1.58,5.73,Medium,Excellent,,,
11.12,6.14,Low,Fair,,,
13.83,7.14,Low,Fair,,,
1.68,5.1,Low,Good,,,
14.32,6.29,Medium,Fair,,,
12.2,8.34,Medium,Good,,,
9.2,5.28,Medium,Poor,,,
10.91,5.74,High,Fair,,,
2.89,7.33,Medium,Fair,,,
1.13,6.52,High,Poor,,,
2.02,6.5,Medium,Good,,,
2.53,4.88,High,Fair,,,
13.38,4.34,Medium,Poor,,,
8.28,7.98,High,Fair,,,
6.29,5.01,Low,Poor,,,
7.5,5.01,High,Excellent,,,
9.42,5.94,Low,Poor,,,
10.66,6.55,Low,Excellent,,,
4.87,8.47,Low,Excellent,,,
13.07,8.93,High,Fair,,,
3.45,7.07,Medium,Poor,,,
9.34,8.71,Low,Excellent,,,
10.42,5.76,Medium,Fair,,,
1.25,7.63,Low,Poor,,,
13.94,5.32,Medium,Poor,,,
3.03,4.59,Low,Excellent,,,
9.75,8.79,High,Poor,,,
8.53,4.68,High,Fair,,,
10.27,6.73,Low,Fair,,,
13.28,6.91,High,Fair,,,
12.78,7.62,Medium,Excellent,,,
1.13,8.4,Low,Excellent,,,
5.81,8.22,Medium,Poor,,,
2.97,8.86,Medium,Excellent,,,
13.7,6.82,Medium,Good,,,
14.16,6.54,High,Good,,,
14.94,7.59,High,Excellent,,,
5.19,6.25,Medium,Fair,,,
11.79,5.98,Medium,Excellent,,,
13.08,5.91,Medium,Excellent,,,
6.09,8.47,High,Excellent,,,
1.27,5.27,Low,Poor,,,
5.68,4.29,High,Poor,,,
6.24,4.62,Low,Fair,,,
9.45,7.54,Medium,Good,,,
2.28,6.79,High,Fair,,,
11.63,8.43,High,Excellent,,,
13.1,6.37,High,Fair,,,
8.32,7.95,High,Excellent,,,
2.58,7.23,Medium,Poor,,,
13.88,6.52,Medium,Fair,,,
13.59,4.33,Low,Excellent,,,
5.94,8.28,High,Fair,,,
2.09,7.28,Medium,Fair,,,
6.66,8.83,Low,Fair,,,
7.47,6.12,High,Good,,,
6.53,7.98,Medium,Fair,,,
7.58,7.09,High,Fair,,,
2.63,7.29,Low,Fair,,,
4.71,4.61,Low,Excellent,,,
3.39,7.24,High,Excellent,,,
9.75,4.05,Medium,Excellent,,,
9.43,7.37,High,Fair,,,
3.91,7.06,Low,Excellent,,,
5.0,8.76,Medium,Good,,,
12.0,7.31,High,Excellent,,,
7.95,8.16,Medium,Excellent,,,
5.24,8.61,High,Fair,,,
4.27,4.94,Low,Good,,,
13.77,6.99,High,Poor,,,
2.88,6.63,Medium,Good,,,
3.45,5.41,High,Fair,,,
7.23,8.79,High,Fair,,,
6.05,7.75,High,Fair,,,
3.34,4.24,High,Excellent,,,
8.26,6.22,Low,Good,,,
10.28,6.35,High,Excellent,,,
10.64,7.29,Low,Poor,,,
6.66,6.62,High,Fair,,,
14.29,6.5,High,Good,,,
12.74,4.75,Medium,Excellent,,,
12.71,4.05,Low,Good,,,
7.32,7.72,High,Excellent,,,
1.71,7.13,High,Good,,,
10.83,4.33,Medium,Good,,,
5.78,7.04,High,Good,,,
5.84,8.64,High,Excellent,,,
10.49,7.44,Medium,Excellent,,,
9.44,8.93,High,Good,,,
10.98,4.95,Medium,Excellent,,,
9.3,5.9,High,Poor,,,
9.01,7.54,Low,Good,,,
11.09,7.96,High,Fair,,,
13.5,6.51,Medium,Good,,,
3.99,6.58,Low,Excellent,,,
5.39,5.4,High,Excellent,,,
5.0,4.22,Low,Excellent,,,
8.21,5.51,Medium,Good,,,
1.09,5.79,High,Excellent,,,
2.94,7.01,High,Poor,,,
7.19,7.77,High,Excellent,,,
3.09,4.77,Low,Poor,,,
10.39,8.54,High,Good,,,
10.78,4.83,High,Good,,,
5.49,7.93,Medium,Fair,,,
5.89,5.09,Low,Good,,,
10.92,5.03,High,Good,,,
6.32,5.28,Low,Excellent,,,
1.14,5.19,Medium,Fair,,,
11.52,4.31,Low,Fair,,,
7.37,4.21,Low,Fair,,,
5.06,5.59,High,Poor,,,
8.88,7.94,Low,Good,,,
1.09,4.96,Medium,Fair,,,
6.34,7.25,Low,Fair,,,
8.15,5.67,High,Poor,,,
9.31,5.74,Medium,Fair,,,
2.96,5.0,Medium,Poor,,,
12.37,7.47,Low,Poor,,,
12.87,8.26,Medium,Good,,,
2.37,7.68,Medium,Excellent,,,
7.83,7.06,High,Good,,,
14.66,4.39,Medium,Fair,,,
9.02,4.23,High,Fair,,,
1.91,5.89,High,Fair,,,
7.53,8.48,Medium,Poor,,,
8.3,7.61,High,Excellent,,,
11.55,7.31,High,Fair,,,
7.86,5.42,Medium,Good,,,
14.96,6.17,Medium,Good,,,
7.01,7.55,Medium,Poor,,,
7.7,5.31,High,Fair,,,
10.99,4.4,High,Excellent,,,
13.41,5.35,Medium,Poor,,,
2.1,5.55,Medium,Good,,,
5.49,7.69,Medium,Excellent,,,
9.64,4.84,Low,Fair,,,
6.18,5.37,High,Fair,,,
3.5,5.51,Low,Excellent,,,
7.84,5.57,Medium,Excellent,,,
14.47,5.19,High,Excellent,,,
8.91,5.43,High,Fair,,,
6.44,6.76,High,Good,,,
2.54,5.82,Medium,Good,,,
8.2,7.06,Medium,Good,,,
10.14,6.7,Medium,Good,,,
14.91,8.83,Medium,Excellent,,,
11.53,4.56,Medium,Poor,,,
5.69,8.38,Medium,Poor,,,
12.48,8.43,High,Poor,,,
4.48,5.58,High,Good,,,
13.29,7.86,High,Poor,,,
3.35,5.54,Low,Excellent,,,
12.88,8.1,Medium,Good,,,
9.49,8.43,Low,Fair,,,
8.32,6.26,High,Excellent,,,
7.75,7.85,High,Fair,,,
10.78,8.23,Low,Poor,,,
5.06,6.68,High,Good,,,
11.18,8.31,Medium,Good,,,
2.02,5.25,Medium,Excellent,,,
2.37,8.78,Low,Poor,,,
13.73,8.6,Low,Good,,,
10.41,6.63,Low,Fair,,,
9.81,6.75,High,Fair,,,
3.8,7.51,Medium,Excellent,,,
11.83,4.32,High,Poor,,,
1.18,8.04,High,Excellent,,,
1.74,4.87,Medium,Good,,,
7.95,8.04,High,Excellent,,,
9.23,7.76,High,Excellent,,,
13.84,8.67,Low,Poor,,,
1.85,5.73,High,Poor,,,
4.84,5.94,Low,Fair,,,
14.0,4.34,Medium,Poor,,,
13.99,7.13,Medium,Fair,,,
3.73,5.93,Medium,Good,,,
9.6,5.31,Low,Poor,,,
12.98,6.35,High,Poor,,,
14.72,5.33,High,Poor,,,
6.47,6.07,Low,Poor,,,
10.75,4.61,High,Fair,,,
13.68,8.75,Low,Good,,,
4.77,8.44,High,Good,,,
2.17,7.19,Medium,Poor,,,
11.99,5.26,High,Good,,,
2.22,4.12,Low,Excellent,,,
13.98,5.04,Medium,Poor,,,
5.36,8.55,Low,Poor,,,
7.73,7.36,Low,Poor,,,
6.54,7.12,High,Poor,,,
12.34,8.71,Medium,Good,,,
9.52,8.88,Medium,Poor,,,
7.95,5.87,Low,Good,,,
5.17,7.53,Medium,Fair,,,
6.79,7.18,Medium,Good,,,
3.71,6.37,High,Good,,,
9.17,4.66,Medium,Poor,,,
9.49,7.12,Low,Fair,,,
4.77,8.98,Low,Excellent,,,
12.13,5.41,High,Fair,,,
1.98,8.04,Medium,Poor,,,
13.22,8.16,Low,Good,,,
2.79,7.96,Low,Excellent,,,
5.29,7.25,Medium,Excellent,,,
12.51,6.02,Medium,Good,,,
9.61,6.48,Low,Fair,,,
6.29,8.03,Medium,Poor,,,
13.38,5.66,Low,Excellent,,,
8.28,7.6,Low,Excellent,,,
12.75,5.29,Low,Poor,,,
11.71,8.26,High,Poor,,,
12.8,7.42,Low,Poor,,,
1.05,8.86,High,Poor,,,
10.61,8.12,Medium,Poor,,,
8.55,4.19,Medium,Poor,,,
7.26,7.64,Low,Excellent,,,
11.72,6.54,Medium,Excellent,,,
2.67,8.53,High,Poor,,,
7.86,5.71,Medium,Fair,,,
3.18,4.32,Low,Good,,,
12.67,4.95,High,Excellent,,,
6.79,5.75,Low,Good,,,
6.35,7.18,Low,Poor,,,
10.25,5.92,High,Poor,,,
9.53,8.55,Medium,Good,,,
8.49,5.32,Medium,Good,,,
11.05,7.81,High,Excellent,,,
10.59,6.86,Low,Poor,,,
4.19,4.76,Low,Good,,,
6.24,7.38,High,Good,,,
5.19,8.25,High,Good,,,
10.94,8.78,High,Excellent,,,
3.19,4.31,Low,Excellent,,,
2.74,8.78,Low,Excellent,,,
11.71,6.18,Low,Poor,,,
13.1,5.21,Medium,Good,,,
4.35,6.51,High,Fair,,,
14.53,8.84,High,Fair,,,
9.73,4.7,Low,Excellent,,,
10.07,5.45,High,Poor,,,
10.1,8.56,Medium,Fair,,,
14.18,6.3,Low,Excellent,,,
8.07,7.16,Low,Good,,,
2.86,4.35,Low,Excellent,,,
8.39,8.73,High,Good,,,
7.42,6.07,Low,Good,,,
9.55,7.32,High,Excellent,,,
4.76,7.95,Medium,Good,,,
13.17,7.58,Medium,Fair,,,
4.01,6.52,High,Poor,,,
7.55,6.29,Low,Excellent,,,
14.34,4.39,Low,Fair,,,
11.27,4.41,Medium,Excellent,,,
3.01,5.8,Medium,Fair,,,
7.61,8.42,High,Good,,,
12.97,6.75,Medium,Good,,,
6.32,8.34,High,Good,,,
13.33,7.42,Low,Fair,,,
3.67,4.46,Low,Fair,,,
13.16,8.09,Low,Excellent,,,
3.94,7.32,Medium,Excellent,,,
2.66,7.18,Medium,Poor,,,
12.48,7.52,Medium,Fair,,,
3.44,5.56,Low,Poor,,,
2.09,8.26,High,Excellent,,,
8.85,7.06,Medium,Poor,,,
9.43,6.13,Low,Excellent,,,
5.95,6.43,High,Fair,,,
14.61,8.74,High,Poor,,,
7.21,7.38,High,Fair,,,
4.47,6.3,High,Excellent,,,
6.51,6.07,High,Fair,,,
2.51,5.11,Medium,Excellent,,,
9.44,6.54,Low,Poor,,,
4.85,7.66,Low,Good,,,
7.31,4.37,Low,Good,,,
10.66,4.94,Medium,Excellent,,,
8.56,8.78,Low,Fair,,,
5.88,4.36,Medium,Excellent,,,
4.85,6.28,Low,Poor,,,
13.75,4.26,High,Excellent,,,
13.53,5.34,Medium,Fair,,,
9.71,8.59,Medium,Good,,,
13.41,6.7,Low,Poor,,,
7.81,6.15,High,Fair,,,
7.98,5.51,Medium,Good,,,
9.36,4.42,High,Fair,,,
5.49,6.63,Medium,Poor,,,
1.47,8.42,High,Good,,,
1.57,4.81,Medium,Poor,,,
7.26,7.79,Medium,Good,,,
8.17,6.51,Low,Excellent,,,
13.89,4.46,Low,Excellent,,,
14.18,6.76,Medium,Good,,,
6.4,4.45,High,Fair,,,
7.46,7.71,High,Good,,,
12.3,5.34,Low,Excellent,,,
12.8,5.84,Low,Good,,,
11.88,4.17,High,Fair,,,
5.21,7.29,Medium,Excellent,,,
3.13,8.83,Low,Poor,,,
1.79,8.59,High,Poor,,,
13.96,7.42,High,Poor,,,
5.36,4.66,High,Fair,,,
9.64,4.99,High,Excellent,,,
5.94,7.03,Low,Good,,,
14.91,7.54,Low,Fair,,,
4.15,6.76,High,Fair,,,
10.81,5.84,Low,Good,,,
11.0,4.74,High,Good,,,
8.41,5.19,High,Fair,,,
8.98,4.79,Low,Fair,,,
14.25,7.0,High,Good,,,
8.19,6.83,Medium,Poor,,,
12.27,4.71,Medium,Fair,,,
7.5,8.67,Medium,Poor,,,
14.09,7.81,Medium,Fair,,,
5.46,6.01,Medium,Excellent,,,
7.05,8.85,High,Fair,,,
7.07,6.87,Low,Good,,,
1.27,6.86,Low,Poor,,,
8.33,8.22,Low,Fair,,,
7.56,4.2,High,Good,,,
10.26,8.9,Low,Fair,,,
2.79,7.73,High,Excellent,,,
11.99,4.46,High,Fair,,,
11.1,5.04,Low,Poor,,,
7.57,4.33,Low,Fair,,,
2.53,5.88,Medium,Excellent,,,
14.9,6.58,High,Good,,,
1.14,4.43,Low,Fair,,,
7.77,8.54,Low,Excellent,,,
1.16,8.6,Medium,Excellent,,,
8.04,8.2,Medium,Good,,,
13.49,7.43,Low,Fair,,,
6.72,6.11,High,Fair,,,
7.43,7.01,Medium,Excellent,,,
2.74,8.66,High,Fair,,,
10.07,8.42,Medium,Poor,,,
8.35,5.51,Medium,Excellent,,,
6.15,8.72,Medium,Poor,,,
3.3,6.93,High,Good,,,
10.28,5.47,Medium,Poor,,,
11.08,5.68,Low,Fair,,,
6.2,4.35,High,Good,,,
9.09,7.18,Low,Fair,,,
12.2,5.14,Medium,Fair,,,
10.61,8.3,High,Good,,,
2.05,5.05,Low,Excellent,,,
11.65,8.82,High,Good,,,
13.38,4.59,High,Excellent,,,
11.07,6.95,Medium,Good,,,
14.41,5.43,Medium,Fair,,,
7.54,8.16,Low,Poor,,,
13.14,6.66,High,Fair,,,
6.16,6.49,Low,Fair,,,
13.7,7.03,Low,Poor,,,
10.39,4.98,High,Fair,,,
14.18,8.36,Medium,Fair,,,
2.76,4.46,Low,Poor,,,
8.83,6.04,High,Poor,,,
8.92,7.56,High,Poor,,,
11.34,5.22,High,Good,,,
1.73,7.23,High,Fair,,,
5.92,4.65,High,Excellent,,,
3.26,6.19,High,Good,,,
12.98,7.67,High,Excellent,,,
10.16,7.15,Low,Poor,,,
5.17,8.24,Low,Excellent,,,
12.33,6.94,Low,Good,,,
4.92,5.07,Medium,Excellent,,,
2.51,8.34,High,Good,,,
8.03,5.17,Low,Excellent,,,
7.5,8.39,High,Excellent,,,
14.88,6.5,Low,Excellent,,,
11.14,4.16,Medium,Poor,,,
13.13,6.3,High,Fair,,,
4.19,4.17,Low,Excellent,,,
6.05,4.77,Medium,Excellent,,,
3.95,5.87,High,Poor,,,
7.03,7.27,Low,Fair,,,
12.3,4.88,Medium,Fair,,,
